date,department,task,task_count
2025-03-01,Management,Staff Meetings,20
2025-03-01,Management,Report Preparation,12
2025-03-01,Management,Customer Feedback Review,14
2025-03-02,Front Desk,Check-ins,13
2025-03-02,Front Desk,Check-outs,19
2025-03-02,Front Desk,Phone Calls,4
2025-03-02,Front Desk,Guest Inquiries,15
2025-03-02,Front Desk,Complaints,9
2025-03-02,Housekeeping,Room Cleaning,7
2025-03-02,Housekeeping,Linen Change,8
2025-03-02,Housekeeping,Supply Restock,4
2025-03-02,Housekeeping,Maintenance Report,8
2025-03-02,Food & Beverage,Room Service Orders,5
2025-03-02,Food & Beverage,Buffet Service,13
2025-03-02,Food & Beverage,Table Service,10
2025-03-02,Food & Beverage,Inventory Check,15
2025-03-02,Maintenance,Fix Requests,10
2025-03-02,Maintenance,Safety Checks,6
2025-03-02,Maintenance,Equipment Maintenance,5
2025-03-02,Management,Staff Meetings,30
2025-03-02,Management,Report Preparation,4
2025-03-02,Management,Customer Feedback Review,18
2025-03-03,Front Desk,Check-ins,8
2025-03-03,Front Desk,Check-outs,5
2025-03-03,Front Desk,Phone Calls,11
2025-03-03,Front Desk,Guest Inquiries,1
2025-03-03,Front Desk,Complaints,1
2025-03-03,Housekeeping,Room Cleaning,2
2025-03-03,Housekeeping,Linen Change,6
2025-03-03,Housekeeping,Supply Restock,12
2025-03-03,Housekeeping,Maintenance Report,12
2025-03-03,Food & Beverage,Room Service Orders,13
2025-03-03,Food & Beverage,Buffet Service,12
2025-03-03,Food & Beverage,Table Service,18
2025-03-03,Food & Beverage,Inventory Check,0
2025-03-03,Maintenance,Fix Requests,2
2025-03-03,Maintenance,Safety Checks,20
2025-03-03,Maintenance,Equipment Maintenance,2
2025-03-03,Management,Staff Meetings,6
2025-03-03,Management,Report Preparation,9
2025-03-03,Management,Customer Feedback Review,10
2025-03-04,Front Desk,Check-ins,5
2025-03-04,Front Desk,Check-outs,19
2025-03-04,Front Desk,Phone Calls,7
2025-03-04,Front Desk,Guest Inquiries,6
2025-03-04,Front Desk,Complaints,0
2025-03-04,Housekeeping,Room Cleaning,15
2025-03-04,Housekeeping,Linen Change,10
2025-03-04,Housekeeping,Supply Restock,9
2025-03-04,Housekeeping,Maintenance Report,23
2025-03-04,Food & Beverage,Room Service Orders,10
2025-03-04,Food & Beverage,Buffet Service,12
2025-03-04,Food & Beverage,Table Service,6
2025-03-04,Food & Beverage,Inventory Check,15
2025-03-04,Maintenance,Fix Requests,2
2025-03-04,Maintenance,Safety Checks,8
2025-03-04,Maintenance,Equipment Maintenance,7
2025-03-04,Management,Staff Meetings,12
2025-03-04,Management,Report Preparation,17
2025-03-04,Management,Customer Feedback Review,14
2025-03-05,Front Desk,Check-ins,5
2025-03-05,Front Desk,Check-outs,12
2025-03-05,Front Desk,Phone Calls,21
2025-03-05,Front Desk,Guest Inquiries,10
2025-03-05,Front Desk,Complaints,2
2025-03-05,Housekeeping,Room Cleaning,12
2025-03-05,Housekeeping,Linen Change,11
2025-03-05,Housekeeping,Supply Restock,11
2025-03-05,Housekeeping,Maintenance Report,4
2025-03-05,Food & Beverage,Room Service Orders,9
2025-03-05,Food & Beverage,Buffet Service,14
2025-03-05,Food & Beverage,Table Service,8
2025-03-05,Food & Beverage,Inventory Check,13
2025-03-05,Maintenance,Fix Requests,1
2025-03-05,Maintenance,Safety Checks,18
2025-03-05,Maintenance,Equipment Maintenance,20
2025-03-05,Management,Staff Meetings,4
2025-03-05,Management,Report Preparation,6
2025-03-05,Management,Customer Feedback Review,22
2025-03-06,Front Desk,Check-ins,6
2025-03-06,Front Desk,Check-outs,14
2025-03-06,Front Desk,Phone Calls,14
2025-03-06,Front Desk,Guest Inquiries,0
2025-03-06,Front Desk,Complaints,10
2025-03-06,Housekeeping,Room Cleaning,3
2025-03-06,Housekeeping,Linen Change,13
2025-03-06,Housekeeping,Supply Restock,16
2025-03-06,Housekeeping,Maintenance Report,12
2025-03-06,Food & Beverage,Room Service Orders,15
2025-03-06,Food & Beverage,Buffet Service,13
2025-03-06,Food & Beverage,Table Service,2
2025-03-06,Food & Beverage,Inventory Check,3
2025-03-06,Maintenance,Fix Requests,3
2025-03-06,Maintenance,Safety Checks,8
2025-03-06,Maintenance,Equipment Maintenance,4
2025-03-06,Management,Staff Meetings,11
2025-03-06,Management,Report Preparation,10
2025-03-06,Management,Customer Feedback Review,12
2025-03-07,Front Desk,Check-ins,8
2025-03-07,Front Desk,Check-outs,9
2025-03-07,Front Desk,Phone Calls,22
2025-03-07,Front Desk,Guest Inquiries,15
2025-03-07,Front Desk,Complaints,1
2025-03-07,Housekeeping,Room Cleaning,13
2025-03-07,Housekeeping,Linen Change,13
2025-03-07,Housekeeping,Supply Restock,10
2025-03-07,Housekeeping,Maintenance Report,0
2025-03-07,Food & Beverage,Room Service Orders,17
2025-03-07,Food & Beverage,Buffet Service,16
2025-03-07,Food & Beverage,Table Service,10
2025-03-07,Food & Beverage,Inventory Check,11
2025-03-07,Maintenance,Fix Requests,13
2025-03-07,Maintenance,Safety Checks,12
2025-03-07,Maintenance,Equipment Maintenance,6
2025-03-07,Management,Staff Meetings,3
2025-03-07,Management,Report Preparation,14
2025-03-07,Management,Customer Feedback Review,15
2025-03-08,Front Desk,Check-ins,24
2025-03-08,Front Desk,Check-outs,10
2025-03-08,Front Desk,Phone Calls,13
2025-03-08,Front Desk,Guest Inquiries,6
2025-03-08,Front Desk,Complaints,14
2025-03-08,Housekeeping,Room Cleaning,12
2025-03-08,Housekeeping,Linen Change,7
2025-03-08,Housekeeping,Supply Restock,20
2025-03-08,Housekeeping,Maintenance Report,12
2025-03-08,Food & Beverage,Room Service Orders,14
2025-03-08,Food & Beverage,Buffet Service,17
2025-03-08,Food & Beverage,Table Service,13
2025-03-08,Food & Beverage,Inventory Check,10
2025-03-08,Maintenance,Fix Requests,16
2025-03-08,Maintenance,Safety Checks,7
2025-03-08,Maintenance,Equipment Maintenance,1
2025-03-08,Management,Staff Meetings,20
2025-03-08,Management,Report Preparation,11
2025-03-08,Management,Customer Feedback Review,4
2025-03-09,Front Desk,Check-ins,12
2025-03-09,Front Desk,Check-outs,17
2025-03-09,Front Desk,Phone Calls,4
2025-03-09,Front Desk,Guest Inquiries,5
2025-03-09,Front Desk,Complaints,9
2025-03-09,Housekeeping,Room Cleaning,12
2025-03-09,Housekeeping,Linen Change,2
2025-03-09,Housekeeping,Supply Restock,14
2025-03-09,Housekeeping,Maintenance Report,4
2025-03-09,Food & Beverage,Room Service Orders,15
2025-03-09,Food & Beverage,Buffet Service,7
2025-03-09,Food & Beverage,Table Service,1
2025-03-09,Food & Beverage,Inventory Check,4
2025-03-09,Maintenance,Fix Requests,4
2025-03-09,Maintenance,Safety Checks,4
2025-03-09,Maintenance,Equipment Maintenance,21
2025-03-09,Management,Staff Meetings,9
2025-03-09,Management,Report Preparation,12
2025-03-09,Management,Customer Feedback Review,11
2025-03-10,Front Desk,Check-ins,16
2025-03-10,Front Desk,Check-outs,2
2025-03-10,Front Desk,Phone Calls,5
2025-03-10,Front Desk,Guest Inquiries,11
2025-03-10,Front Desk,Complaints,3
2025-03-10,Housekeeping,Room Cleaning,12
2025-03-10,Housekeeping,Linen Change,13
2025-03-10,Housekeeping,Supply Restock,21
2025-03-10,Housekeeping,Maintenance Report,16
2025-03-10,Food & Beverage,Room Service Orders,14
2025-03-10,Food & Beverage,Buffet Service,9
2025-03-10,Food & Beverage,Table Service,5
2025-03-10,Food & Beverage,Inventory Check,11
2025-03-10,Maintenance,Fix Requests,26
2025-03-10,Maintenance,Safety Checks,21
2025-03-10,Maintenance,Equipment Maintenance,12
2025-03-10,Management,Staff Meetings,3
2025-03-10,Management,Report Preparation,9
2025-03-10,Management,Customer Feedback Review,10
2025-03-11,Front Desk,Check-ins,11
2025-03-11,Front Desk,Check-outs,10
2025-03-11,Front Desk,Phone Calls,1
2025-03-11,Front Desk,Guest Inquiries,4
2025-03-11,Front Desk,Complaints,13
2025-03-11,Housekeeping,Room Cleaning,2
2025-03-11,Housekeeping,Linen Change,8
2025-03-11,Housekeeping,Supply Restock,10
2025-03-11,Housekeeping,Maintenance Report,5
2025-03-11,Food & Beverage,Room Service Orders,16
2025-03-11,Food & Beverage,Buffet Service,13
2025-03-11,Food & Beverage,Table Service,20
2025-03-11,Food & Beverage,Inventory Check,8
2025-03-11,Maintenance,Fix Requests,6
2025-03-11,Maintenance,Safety Checks,16
2025-03-11,Maintenance,Equipment Maintenance,11
2025-03-11,Management,Staff Meetings,11
2025-03-11,Management,Report Preparation,19
2025-03-11,Management,Customer Feedback Review,10
2025-03-12,Front Desk,Check-ins,12
2025-03-12,Front Desk,Check-outs,5
2025-03-12,Front Desk,Phone Calls,12
2025-03-12,Front Desk,Guest Inquiries,12
2025-03-12,Front Desk,Complaints,12
2025-03-12,Housekeeping,Room Cleaning,17
2025-03-12,Housekeeping,Linen Change,13
2025-03-12,Housekeeping,Supply Restock,6
2025-03-12,Housekeeping,Maintenance Report,16
2025-03-12,Food & Beverage,Room Service Orders,24
2025-03-12,Food & Beverage,Buffet Service,7
2025-03-12,Food & Beverage,Table Service,16
2025-03-12,Food & Beverage,Inventory Check,17
2025-03-12,Maintenance,Fix Requests,8
2025-03-12,Maintenance,Safety Checks,13
2025-03-12,Maintenance,Equipment Maintenance,14
2025-03-12,Management,Staff Meetings,14
2025-03-12,Management,Report Preparation,6
2025-03-12,Management,Customer Feedback Review,12
2025-03-13,Front Desk,Check-ins,5
2025-03-13,Front Desk,Check-outs,9
2025-03-13,Front Desk,Phone Calls,13
2025-03-13,Front Desk,Guest Inquiries,6
2025-03-13,Front Desk,Complaints,9
2025-03-13,Housekeeping,Room Cleaning,11
2025-03-13,Housekeeping,Linen Change,0
2025-03-13,Housekeeping,Supply Restock,2
2025-03-13,Housekeeping,Maintenance Report,9
2025-03-13,Food & Beverage,Room Service Orders,3
2025-03-13,Food & Beverage,Buffet Service,4
2025-03-13,Food & Beverage,Table Service,18
2025-03-13,Food & Beverage,Inventory Check,2
2025-03-13,Maintenance,Fix Requests,18
2025-03-13,Maintenance,Safety Checks,12
2025-03-13,Maintenance,Equipment Maintenance,10
2025-03-13,Management,Staff Meetings,13
2025-03-13,Management,Report Preparation,17
2025-03-13,Management,Customer Feedback Review,23
2025-03-14,Front Desk,Check-ins,20
2025-03-14,Front Desk,Check-outs,11
2025-03-14,Front Desk,Phone Calls,11
2025-03-14,Front Desk,Guest Inquiries,9
2025-03-14,Front Desk,Complaints,3
2025-03-14,Housekeeping,Room Cleaning,11
2025-03-14,Housekeeping,Linen Change,2
2025-03-14,Housekeeping,Supply Restock,8
2025-03-14,Housekeeping,Maintenance Report,18
2025-03-14,Food & Beverage,Room Service Orders,11
2025-03-14,Food & Beverage,Buffet Service,7
2025-03-14,Food & Beverage,Table Service,7
2025-03-14,Food & Beverage,Inventory Check,11
2025-03-14,Maintenance,Fix Requests,8
2025-03-14,Maintenance,Safety Checks,10
2025-03-14,Maintenance,Equipment Maintenance,3
2025-03-14,Management,Staff Meetings,3
2025-03-14,Management,Report Preparation,16
2025-03-14,Management,Customer Feedback Review,8
2025-03-15,Front Desk,Check-ins,23
2025-03-15,Front Desk,Check-outs,12
2025-03-15,Front Desk,Phone Calls,17
2025-03-15,Front Desk,Guest Inquiries,8
2025-03-15,Front Desk,Complaints,7
2025-03-15,Housekeeping,Room Cleaning,3
2025-03-15,Housekeeping,Linen Change,11
2025-03-15,Housekeeping,Supply Restock,10
2025-03-15,Housekeeping,Maintenance Report,17
2025-03-15,Food & Beverage,Room Service Orders,15
2025-03-15,Food & Beverage,Buffet Service,7
2025-03-15,Food & Beverage,Table Service,24
2025-03-15,Food & Beverage,Inventory Check,13
2025-03-15,Maintenance,Fix Requests,20
2025-03-15,Maintenance,Safety Checks,5
2025-03-15,Maintenance,Equipment Maintenance,13
2025-03-15,Management,Staff Meetings,15
2025-03-15,Management,Report Preparation,20
2025-03-15,Management,Customer Feedback Review,18
2025-03-16,Front Desk,Check-ins,12
2025-03-16,Front Desk,Check-outs,12
2025-03-16,Front Desk,Phone Calls,3
2025-03-16,Front Desk,Guest Inquiries,14
2025-03-16,Front Desk,Complaints,3
2025-03-16,Housekeeping,Room Cleaning,19
2025-03-16,Housekeeping,Linen Change,5
2025-03-16,Housekeeping,Supply Restock,16
2025-03-16,Housekeeping,Maintenance Report,4
2025-03-16,Food & Beverage,Room Service Orders,11
2025-03-16,Food & Beverage,Buffet Service,14
2025-03-16,Food & Beverage,Table Service,22
2025-03-16,Food & Beverage,Inventory Check,15
2025-03-16,Maintenance,Fix Requests,14
2025-03-16,Maintenance,Safety Checks,4
2025-03-16,Maintenance,Equipment Maintenance,9
2025-03-16,Management,Staff Meetings,13
2025-03-16,Management,Report Preparation,4
2025-03-16,Management,Customer Feedback Review,9
2025-03-17,Front Desk,Check-ins,12
2025-03-17,Front Desk,Check-outs,18
2025-03-17,Front Desk,Phone Calls,15
2025-03-17,Front Desk,Guest Inquiries,8
2025-03-17,Front Desk,Complaints,11
2025-03-17,Housekeeping,Room Cleaning,9
2025-03-17,Housekeeping,Linen Change,8
2025-03-17,Housekeeping,Supply Restock,22
2025-03-17,Housekeeping,Maintenance Report,14
2025-03-17,Food & Beverage,Room Service Orders,9
2025-03-17,Food & Beverage,Buffet Service,11
2025-03-17,Food & Beverage,Table Service,10
2025-03-17,Food & Beverage,Inventory Check,12
2025-03-17,Maintenance,Fix Requests,18
2025-03-17,Maintenance,Safety Checks,6
2025-03-17,Maintenance,Equipment Maintenance,9
2025-03-17,Management,Staff Meetings,6
2025-03-17,Management,Report Preparation,7
2025-03-17,Management,Customer Feedback Review,12
2025-03-18,Front Desk,Check-ins,8
2025-03-18,Front Desk,Check-outs,6
2025-03-18,Front Desk,Phone Calls,9
2025-03-18,Front Desk,Guest Inquiries,8
2025-03-18,Front Desk,Complaints,3
2025-03-18,Housekeeping,Room Cleaning,11
2025-03-18,Housekeeping,Linen Change,12
2025-03-18,Housekeeping,Supply Restock,17
2025-03-18,Housekeeping,Maintenance Report,5
2025-03-18,Food & Beverage,Room Service Orders,6
2025-03-18,Food & Beverage,Buffet Service,16
2025-03-18,Food & Beverage,Table Service,19
2025-03-18,Food & Beverage,Inventory Check,13
2025-03-18,Maintenance,Fix Requests,9
2025-03-18,Maintenance,Safety Checks,17
2025-03-18,Maintenance,Equipment Maintenance,6
2025-03-18,Management,Staff Meetings,11
2025-03-18,Management,Report Preparation,7
2025-03-18,Management,Customer Feedback Review,13
2025-03-19,Front Desk,Check-ins,3
2025-03-19,Front Desk,Check-outs,23
2025-03-19,Front Desk,Phone Calls,7
2025-03-19,Front Desk,Guest Inquiries,11
2025-03-19,Front Desk,Complaints,4
2025-03-19,Housekeeping,Room Cleaning,23
2025-03-19,Housekeeping,Linen Change,4
2025-03-19,Housekeeping,Supply Restock,8
2025-03-19,Housekeeping,Maintenance Report,29
2025-03-19,Food & Beverage,Room Service Orders,6
2025-03-19,Food & Beverage,Buffet Service,12
2025-03-19,Food & Beverage,Table Service,7
2025-03-19,Food & Beverage,Inventory Check,12
2025-03-19,Maintenance,Fix Requests,9
2025-03-19,Maintenance,Safety Checks,14
2025-03-19,Maintenance,Equipment Maintenance,21
2025-03-19,Management,Staff Meetings,9
2025-03-19,Management,Report Preparation,11
2025-03-19,Management,Customer Feedback Review,12
2025-03-20,Front Desk,Check-ins,9
2025-03-20,Front Desk,Check-outs,24
2025-03-20,Front Desk,Phone Calls,7
2025-03-20,Front Desk,Guest Inquiries,18
2025-03-20,Front Desk,Complaints,13
2025-03-20,Housekeeping,Room Cleaning,9
2025-03-20,Housekeeping,Linen Change,3
2025-03-20,Housekeeping,Supply Restock,2
2025-03-20,Housekeeping,Maintenance Report,17
2025-03-20,Food & Beverage,Room Service Orders,7
2025-03-20,Food & Beverage,Buffet Service,7
2025-03-20,Food & Beverage,Table Service,17
2025-03-20,Food & Beverage,Inventory Check,1
2025-03-20,Maintenance,Fix Requests,12
2025-03-20,Maintenance,Safety Checks,13
2025-03-20,Maintenance,Equipment Maintenance,19
2025-03-20,Management,Staff Meetings,7
2025-03-20,Management,Report Preparation,3
2025-03-20,Management,Customer Feedback Review,5
2025-03-21,Front Desk,Check-ins,22
2025-03-21,Front Desk,Check-outs,9
2025-03-21,Front Desk,Phone Calls,20
2025-03-21,Front Desk,Guest Inquiries,7
2025-03-21,Front Desk,Complaints,19
2025-03-21,Housekeeping,Room Cleaning,18
2025-03-21,Housekeeping,Linen Change,9
2025-03-21,Housekeeping,Supply Restock,7
2025-03-21,Housekeeping,Maintenance Report,0
2025-03-21,Food & Beverage,Room Service Orders,6
2025-03-21,Food & Beverage,Buffet Service,16
2025-03-21,Food & Beverage,Table Service,7
2025-03-21,Food & Beverage,Inventory Check,19
2025-03-21,Maintenance,Fix Requests,4
2025-03-21,Maintenance,Safety Checks,16
2025-03-21,Maintenance,Equipment Maintenance,12
2025-03-21,Management,Staff Meetings,7
2025-03-21,Management,Report Preparation,14
2025-03-21,Management,Customer Feedback Review,3
2025-03-22,Front Desk,Check-ins,13
2025-03-22,Front Desk,Check-outs,11
2025-03-22,Front Desk,Phone Calls,8
2025-03-22,Front Desk,Guest Inquiries,16
2025-03-22,Front Desk,Complaints,25
2025-03-22,Housekeeping,Room Cleaning,5
2025-03-22,Housekeeping,Linen Change,0
2025-03-22,Housekeeping,Supply Restock,2
2025-03-22,Housekeeping,Maintenance Report,7
2025-03-22,Food & Beverage,Room Service Orders,14
2025-03-22,Food & Beverage,Buffet Service,21
2025-03-22,Food & Beverage,Table Service,21
2025-03-22,Food & Beverage,Inventory Check,18
2025-03-22,Maintenance,Fix Requests,3
2025-03-22,Maintenance,Safety Checks,7
2025-03-22,Maintenance,Equipment Maintenance,13
2025-03-22,Management,Staff Meetings,11
2025-03-22,Management,Report Preparation,19
2025-03-22,Management,Customer Feedback Review,6
2025-03-23,Front Desk,Check-ins,11
2025-03-23,Front Desk,Check-outs,12
2025-03-23,Front Desk,Phone Calls,9
2025-03-23,Front Desk,Guest Inquiries,11
2025-03-23,Front Desk,Complaints,11
2025-03-23,Housekeeping,Room Cleaning,7
2025-03-23,Housekeeping,Linen Change,4
2025-03-23,Housekeeping,Supply Restock,14
2025-03-23,Housekeeping,Maintenance Report,10
2025-03-23,Food & Beverage,Room Service Orders,3
2025-03-23,Food & Beverage,Buffet Service,15
2025-03-23,Food & Beverage,Table Service,11
2025-03-23,Food & Beverage,Inventory Check,18
2025-03-23,Maintenance,Fix Requests,4
2025-03-23,Maintenance,Safety Checks,6
2025-03-23,Maintenance,Equipment Maintenance,14
2025-03-23,Management,Staff Meetings,9
2025-03-23,Management,Report Preparation,12
2025-03-23,Management,Customer Feedback Review,14
2025-03-24,Front Desk,Check-ins,16
2025-03-24,Front Desk,Check-outs,23
2025-03-24,Front Desk,Phone Calls,15
2025-03-24,Front Desk,Guest Inquiries,17
2025-03-24,Front Desk,Complaints,4
2025-03-24,Housekeeping,Room Cleaning,2
2025-03-24,Housekeeping,Linen Change,14
2025-03-24,Housekeeping,Supply Restock,26
2025-03-24,Housekeeping,Maintenance Report,3
2025-03-24,Food & Beverage,Room Service Orders,12
2025-03-24,Food & Beverage,Buffet Service,5
2025-03-24,Food & Beverage,Table Service,5
2025-03-24,Food & Beverage,Inventory Check,5
2025-03-24,Maintenance,Fix Requests,7
2025-03-24,Maintenance,Safety Checks,23
2025-03-24,Maintenance,Equipment Maintenance,12
2025-03-24,Management,Staff Meetings,18
2025-03-24,Management,Report Preparation,13
2025-03-24,Management,Customer Feedback Review,9
2025-03-25,Front Desk,Check-ins,17
2025-03-25,Front Desk,Check-outs,3
2025-03-25,Front Desk,Phone Calls,3
2025-03-25,Front Desk,Guest Inquiries,4
2025-03-25,Front Desk,Complaints,2
2025-03-25,Housekeeping,Room Cleaning,25
2025-03-25,Housekeeping,Linen Change,17
2025-03-25,Housekeeping,Supply Restock,18
2025-03-25,Housekeeping,Maintenance Report,4
2025-03-25,Food & Beverage,Room Service Orders,9
2025-03-25,Food & Beverage,Buffet Service,5
2025-03-25,Food & Beverage,Table Service,0
2025-03-25,Food & Beverage,Inventory Check,1
2025-03-25,Maintenance,Fix Requests,20
2025-03-25,Maintenance,Safety Checks,1
2025-03-25,Maintenance,Equipment Maintenance,13
2025-03-25,Management,Staff Meetings,11
2025-03-25,Management,Report Preparation,12
